Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45892228,"Crave (Crave, #1)",Tracy Wolff,"Wolff, Tracy",,"=""1640638954""","=""9781640638952""",0,3.78,Entangled: Teen,Hardcover,575,2020,2020,,2023/06/13,to-read,to-read (#103),to-read,,,,0,0
61383364,"The Annihilator (Dark Verse, #5)",RuNyx .,"., RuNyx",,"=""""","=""""",0,4.16,,Kindle Edition,257,2022,2022,,2023/05/19,,,read,,,,0,0
53473067,"The Finisher (Dark Verse, #4)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",0,4.07,,Kindle Edition,314,2021,2021,2023/05/19,2023/05/06,,,read,,,,1,0
61273862,A Likely Story,Leigh McMullan Abramson,"Abramson, Leigh McMullan",,"=""1982199245""","=""9781982199241""",0,3.62,Atria Books,Hardcover,352,2023,2023,,2023/05/08,to-read,to-read (#102),to-read,,,,0,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",0,4.21,Ballantine Books,Hardcover,384,2022,2022,,2023/05/06,to-read,to-read (#101),to-read,,,,0,0
34838702,"Rebel Faerie (Creepy Hollow, #9)",Rachel  Morgan,"Morgan, Rachel",,"=""""","=""""",0,4.44,,,384,2017,2017,,2023/05/06,,,read,,,,1,0
34838690,"Shadow Faerie (Creepy Hollow, #8)",Rachel  Morgan,"Morgan, Rachel",,"=""""","=""""",0,4.38,,,,2017,2017,,2023/05/06,,,read,,,,1,0
33147524,"Glass Faerie (Creepy Hollow, #7)",Rachel  Morgan,"Morgan, Rachel",,"=""""","=""9780994704085""",0,4.35,,ebook,,2017,2017,,2023/05/06,,,read,,,,1,0
29742151,"A Faerie's Curse (Creepy Hollow, #6)",Rachel  Morgan,"Morgan, Rachel",,"=""""","=""""",0,4.43,,,,2016,2016,,2023/05/06,,,read,,,,1,0
25921191,A Faerie's Revenge (Creepy Hollow #5),Rachel  Morgan,"Morgan, Rachel",Arielle DeLisle,"=""""","=""9780994667977""",0,4.40,,ebook,380,2015,2015,,2023/05/06,,,read,,,,1,0
25215710,"A Faerie's Secret (Creepy Hollow, #4)",Rachel  Morgan,"Morgan, Rachel",,"=""""","=""9780994667946""",0,4.37,Smashwords Edition,ebook,350,2015,2015,,2023/05/06,,,read,,,,1,0
26269153,"The Faerie War (Creepy Hollow, #3)",Rachel  Morgan,"Morgan, Rachel",,"=""0994667922""","=""9780994667922""",0,4.31,Rachel Morgan,Paperback,380,2015,2013,,2023/05/06,,,read,,,,1,0
35012142,"The Faerie Guardian (Creepy Hollow, #1)",Rachel  Morgan,"Morgan, Rachel",,"=""""","=""""",0,3.96,Rachel Morgan,ebook,324,2012,2012,,2023/05/06,,,read,,,,1,0
53473056,"The Emperor (Dark Verse, #3)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",0,4.21,Amazon Digital Services,Kindle Edition,443,2021,2021,2023/04/28,2023/04/28,,,read,,,,1,0
54475616,The Reaper (Dark Verse #2),RuNyx .,"., RuNyx",,"=""""","=""""",0,4.31,,Kindle Edition,292,2020,2020,2023/04/28,2023/04/22,,,read,,,,1,0
48591178,The Predator (Dark Verse #1),RuNyx,"RuNyx, RuNyx",,"=""""","=""""",0,4.00,Amazon Digital Services,Kindle Edition,374,2020,2020,2023/04/22,2023/04/20,,,read,,,,1,0
54782239,Thanatos (The Court of the Underworld #5; The Gods Universe #5),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.22,Thornstar Publishing Pty Ltd,Kindle Edition,162,2020,2020,,2023/04/20,,,read,,,,1,0
55575792,Erebus (The Court of the Underworld #7; The Gods Universe #7),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.38,Thornstar Publishing Pty Ltd,Kindle Edition,200,2020,2020,,2023/04/20,,,read,,,,1,0
55286624,Charon (The Court of the Underworld #6; The Gods Universe #6),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.28,Thornstar Publishing Pty Ltd,Kindle Edition,,2020,2020,,2023/04/20,,,read,,,,1,0
54128031,Hermes (The Court of the Underworld #4; The Gods Universe #4),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.25,Thornstar Publishing Pty Ltd,Kindle Edition,212,2020,2020,,2023/04/20,,,read,,,,1,0
53252144,Medusa (The Court of the Underworld #2; The Gods Universe #2),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.14,Thornstar Publishing Pty Ltd,Kindle Edition,191,2020,2020,,2023/04/20,,,read,,,,1,0
53463575,Hades (The Court of the Underworld #3; The Gods Universe #3),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.25,Thornstar Publishing Pty Ltd,Kindle Edition,203,2020,2020,,2023/04/20,,,read,,,,1,0
52300445,Asterion (The Court of the Underworld #1; The Gods Universe #1),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.08,Thornstar Publishing Pty Ltd,Kindle Edition,207,2020,2020,,2023/04/20,,,read,,,,1,0
124947667,Dance of the Forest King (The Lost Fae Kings #1),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.12,Thornstar Publishing Pty Ltd,Kindle Edition,207,2023,,2023/04/20,2023/04/16,,,read,,,,1,0
75739629,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",4,4.21,Cornerstone Digital,Kindle Edition,339,2023,2019,2023/03/30,2022/12/10,,,read,,,,1,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",0,4.18,Spectra Books,Mass Market Paperback,435,1996,1995,,2023/03/30,to-read,to-read (#100),to-read,,,,0,0
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",0,3.76,Viking,Hardcover,341,2017,2016,,2023/03/27,to-read,to-read (#99),to-read,,,,0,0
55642184,The Court of the Underworld: Books 5-7,Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.70,Thornstar Publishing Pty Ltd,Kindle Edition,544,2020,2020,2023/03/25,2023/03/24,,,read,,,,1,0
54103776,The Court of the Underworld: Books 1-4,Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.57,Thornstar Publishing Pty Ltd,Kindle Edition,762,2020,2020,2023/03/24,2023/03/17,,,read,,,,1,0
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",0,3.81,William Morrow,Kindle Edition,319,2020,2020,,2023/03/21,to-read,to-read (#98),to-read,,,,0,0
32956365,The Light We Lost,Jill Santopolo,"Santopolo, Jill",,"=""0735212759""","=""9780735212756""",0,3.84,G.P. Putnam's Sons,Hardcover,328,2017,2017,,2023/03/21,to-read,to-read (#97),to-read,,,,0,0
61251242,The House in the Pines,Ana  Reyes,"Reyes, Ana",,"=""0593186710""","=""9780593186718""",0,3.11,Dutton,Hardcover,321,2023,2023,,2023/03/21,to-read,to-read (#96),to-read,,,,0,0
59314709,Counterfeit,Kirstin Chen,"Chen, Kirstin",,"=""""","=""""",0,3.48,William Morrow,Hardcover,288,2022,2022,,2023/03/21,to-read,to-read (#95),to-read,,,,0,0
36212848,The Other Woman,Sandie Jones,"Jones, Sandie",,"=""""","=""""",0,3.75,Minotaur Books,Hardcover,304,2018,2018,,2023/03/21,to-read,to-read (#94),to-read,,,,0,0
59088365,Honey & Spice,Bolu Babalola,"Babalola, Bolu",,"=""0063141485""","=""9780063141483""",0,3.93,William Morrow,Hardcover,368,2022,2022,,2023/03/21,to-read,to-read (#93),to-read,,,,0,0
58915708,Thoth (Gods of the Duat #2; The Gods Universe #9),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.36,Thornstar Publishing Pty Ltd,Kindle Edition,173,2021,2021,,2023/03/18,,,read,,,,1,0
59575140,Anubis (Gods of the Duat #3; The Gods Universe #10),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.39,Thornstar Publishing Pty Ltd,Kindle Edition,210,2021,2021,,2023/03/18,,,read,,,,1,0
58426694,Set (Gods of the Duat #1; The Gods Universe #8),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.16,Thornstar Publishing Pty Ltd,Kindle Edition,207,2021,2021,,2023/03/18,,,read,,,,1,0
59811938,Gods of the Duat: Books 1-3,Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.64,Thornstar Publishing Pty Ltd,Kindle Edition,595,2021,2021,2023/03/16,2023/03/12,,,read,,,,1,0
58545358,The Last Thing He Said,Laura Davey,"Davey, Laura",,"=""""","=""""",4,3.70,,Kindle Edition,0,2021,,2023/03/11,2023/03/11,,,read,,,,1,0
43799186,"I'm a Therapist, and My Patient is Going to be the Next School Shooter: 6 Patient Files That Will Keep You Up At Night (Dr. Harper Therapy, #1)",Dr. Harper,"Harper, Dr.",,"=""""","=""""",0,3.56,Dr. Harper Therapy,Kindle Edition,120,2019,2019,2023/03/04,2023/03/04,,,read,,,,1,0
60895484,Midnight Duet,Jen Comfort,"Comfort, Jen",,"=""1542038502""","=""9781542038508""",0,3.91,Montlake,Kindle Edition,347,2023,2023,,2023/03/04,,,read,,,,1,0
40886917,The Perfect Child,Lucinda Berry,"Berry, Lucinda",,"=""""","=""""",0,4.04,Thomas & Mercer,Kindle Edition,371,2019,2019,2023/02/26,2023/02/23,,,read,,,,1,0
60497502,My Evil Mother,Margaret Atwood,"Atwood, Margaret",,"=""1662504497""","=""9781662504495""",0,3.89,Amazon Original Stories,Kindle Edition,32,2022,2022,2023/02/23,2023/02/23,,,read,,,,1,0
56703856,"Kiss of the Blood Prince (The Fae Universe, #1)",Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,3.74,Thornstar Publishing Pty Ltd,Kindle Edition,217,2021,,2022/12/31,2022/12/28,,,read,,,,1,0
56483061,"Gild (The Plated Prisoner, #1)",Raven Kennedy,"Kennedy, Raven",,"=""""","=""""",0,3.59,Raven Kennedy,Kindle Edition,402,2020,2020,,2022/12/28,to-read,to-read (#92),to-read,,,,0,0
48988286,"Wolf Gone Wild  (Stay a Spell, #1)",Juliette Cross,"Cross, Juliette",,"=""1087848563""","=""9781087848563""",0,3.96,Juliette Cross,Paperback,378,2020,2020,,2022/12/28,to-read,to-read (#91),to-read,,,,0,0
25507389,"Priest (Priest, #1)",Sierra Simone,"Simone, Sierra",,"=""""","=""""",0,3.59,,Kindle Edition,354,2015,2015,,2022/12/27,to-read,to-read (#90),to-read,,,,0,0
58716359,"The Cursed (A Dark Faerie Tale, #3.5)",Alexia Purdy,"Purdy, Alexia",,"=""""","=""""",0,4.11,,ebook,,2013,2013,,2022/10/31,,,read,,,,1,0
27570504,History of Fire (A Dark Faerie Tale #5; Elemental Fire #1),Alexia Purdy,"Purdy, Alexia",,"=""1501086472""","=""9781501086472""",0,4.26,CreateSpace Independent Publishing Platform,Paperback,296,2014,2014,,2022/10/31,,,read,,,,1,0
58716369,Without Armor: Elemental Fire (A Dark Faerie Tale #4.5),Alexia Purdy,"Purdy, Alexia",,"=""""","=""""",0,3.91,,ebook,,2015,2015,,2022/10/31,,,read,,,,1,0
50089953,"Ever Wrath (A Dark Faerie Tale, #4)",Alexia Purdy,"Purdy, Alexia",,"=""""","=""9781301501359""",0,4.31,Lyrical Lit. Publishing,ebook,,,2013,,2022/10/31,,,read,,,,1,0
50090176,"Ever Winter (A Dark Faerie Tale, #3)",Alexia Purdy,"Purdy, Alexia",,"=""""","=""9781301455508""",0,4.23,Lyrical Lit. Publishing,ebook,248,2013,2013,,2022/10/31,,,read,,,,1,0
50090050,Ever Fire (A Dark Faerie Tale #2),Alexia Purdy,"Purdy, Alexia",,"=""""","=""""",0,4.11,Lyrical Lit. Publishing,ebook,252,2012,2011,,2022/10/31,,,read,,,,1,0
49693425,"Ever Shade (A Dark Faerie Tale, #1)",Alexia Purdy,"Purdy, Alexia",,"=""""","=""""",0,3.78,,Kindle Edition,282,2012,2011,,2022/10/31,,,read,,,,1,0
58364841,"Ever Lost (A Dark Faerie Tale, #10)",Alexia Purdy,"Purdy, Alexia",,"=""""","=""""",0,0.0,,Kindle Edition,0,2024,2024,,2022/10/31,to-read,to-read (#89),to-read,,,,0,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.96,Scholastic Press,Kindle Edition,541,2020,2020,2022/08/29,2020/01/27,,,read,,,,1,0
27362503,It Ends with Us (It Ends with Us #1),Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4,4.14,Atria Books,Kindle Edition,386,2016,2016,2022/06/11,2022/06/06,,,read,,,,1,0
15774215,"Clovenhoof (Clovenhoof, #1)",Heide Goody,"Goody, Heide",Iain  Grant,"=""""","=""9780957175440""",0,3.95,Pigeon Park Press,Kindle Edition,374,2012,2012,2022/06/06,2022/06/06,,,read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",2,3.75,Alfred A. Knopf,Hardcover,303,2021,2021,2022/05/15,2022/02/12,,,read,,,,1,0
25394438,The Marble Collector,Cecelia Ahern,"Ahern, Cecelia",,"=""000750182X""","=""9780007501823""",0,3.69,HarperCollins UK,Paperback,304,2015,2015,,2022/05/08,to-read,to-read (#88),to-read,,,,0,0
23264672,Darkdawn (The Nevernight Chronicle #3),Jay Kristoff,"Kristoff, Jay",,"=""146688505X""","=""9781466885059""",5,4.30,Thomas Dunne Books,Kindle Edition,491,2019,2019,,2021/11/28,,,read,,,,1,0
23264671,"Godsgrave (The Nevernight Chronicle, #2)",Jay Kristoff,"Kristoff, Jay",,"=""1250073030""","=""9781250073037""",0,4.45,St. Martin's Press,Hardcover,419,2017,2017,,2021/11/28,,,read,,,,1,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",0,4.04,Penguin Books,Paperback,263,1987,1985,2021/11/02,2012/12/01,,,read,,,,1,0
26114463,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,"Kristoff, Jay",,"=""1250073022""","=""9781250073020""",5,4.22,St. Martin's Press,Hardcover,427,2016,2016,2021/09/07,2021/09/08,,,read,,,,1,0
49637286,"Savior's Spell (Spellcaster, #1)",Gwen Rivers,"Rivers, Gwen",,"=""1951215141""","=""9781951215149""",0,3.72,Elements Unleashed,Kindle Edition,278,2020,,,2021/08/23,to-read,to-read (#87),to-read,,,,0,0
37420189,Lucky Double (Lucky O'Toole #1-2),Deborah Coonts,"Coonts, Deborah",,"=""""","=""""",0,4.22,Chestnut Street Press,Kindle Edition,761,,2017,2021/07/25,2020/09/15,,,read,,,,1,0
45754743,The Illness Lesson,Clare Beams,"Beams, Clare",,"=""0385544669""","=""9780385544665""",0,3.28,Doubleday,Hardcover,288,2020,2020,,2021/07/19,to-read,to-read (#86),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",5,4.38,G.P. Putnam’s Sons,ebook,384,2018,2018,,2021/07/07,,,read,,,,2,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",0,3.90,Doubleday Books,Hardcover,325,2018,2018,2021/01/16,2021/01/12,,,read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",5,3.99,Viking,Hardcover,288,2020,2020,2020/11/16,2020/11/18,,,read,,,,1,0
34605974,"The Lost Book of the White (The Eldest Curses, #2)",Cassandra Clare,"Clare, Cassandra",Wesley Chu,"=""1471162095""","=""9781471162091""",0,3.97,Simon & Schuster,Hardcover,400,2020,2020,,2020/08/25,to-read,to-read (#85),to-read,,,,0,0
30295312,"The Red Scrolls of Magic (The Eldest Curses, #1)",Cassandra Clare,"Clare, Cassandra",Wesley Chu,"=""1471162141""","=""9781471162145""",0,4.10,Simon & Schuster Children's UK,Paperback,368,2019,2019,,2020/08/25,to-read,to-read (#84),to-read,,,,0,0
54382326,Cleansed by Water (The Nature Hunters Academy #3),Quinn Loftis,"Loftis, Quinn",,"=""""","=""""",0,4.59,"Quinn Loftis Books, LLC",Kindle Edition,310,2020,,,2020/08/20,,,read,,,,1,0
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",4,4.21,Margaret K. McElderry Books,Hardcover,535,2012,2012,2014/02/03,2013/11/26,currently-reading,currently-reading (#1),currently-reading,,,,2,0
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",0,4.08,Margaret K. McElderry Books,Hardcover,425,2011,2011,2020/07/25,2013/11/26,,,read,,,,2,0
52259206,Sealed by Fire (The Nature Hunters Academy #2),Quinn Loftis,"Loftis, Quinn",,"=""""","=""""",0,4.56,"Quinn Loftis Books, LLC",Kindle Edition,336,2020,,2020/07/23,2020/07/22,,,read,,,,1,0
50132475,"Bound by Earth (The Nature Hunters Academy, #1)",Quinn Loftis,"Loftis, Quinn",,"=""""","=""""",0,4.35,"Quinn Loftis Books, LLC",Kindle Edition,374,2020,,,2020/07/22,,,read,,,,1,0
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",0,4.28,Margaret K. McElderry Books,Hardcover,541,2009,2009,2020/06/01,2013/11/26,,,read,,,,2,0
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",0,4.11,Margaret K. McElderry Books,Hardcover,453,2008,2008,2020/06/01,2013/11/26,,,read,,,,2,0
29954246,Seducing the Bachelor (The Wilder Brothers #1; Bachelor Auction Returns #3),Sinclair Jayne,"Jayne, Sinclair",,"=""1944925414""","=""9781944925413""",0,4.05,Tule Publishing,Kindle Edition,254,2016,2016,2020/05/20,2020/05/20,,,read,,,,1,0
52937705,"When You Got a Good Thing (Misfit Inn, #1)",Kait Nolan,"Nolan, Kait",,"=""""","=""""",0,4.21,Take The Leap Publishing,Kindle Edition,222,2019,2017,2020/01/08,2020/01/08,,,read,,,,1,0
17994760,"Wickedest Witch (Hell's Son, #0.5)",Eve Langlais,"Langlais, Eve",,"=""1484980662""","=""9781484980668""",0,3.98,CreateSpace Independent Publishing Platform,Paperback,196,2013,2010,2020/03/26,2020/03/25,,,read,,,,1,0
39979613,Humpty Bumpkin (Country Cousin #1),Sam Cheever,"Cheever, Sam",,"=""""","=""""",0,4.24,Electric Prose Publications,Kindle Edition,276,2018,2018,2020/03/24,2020/03/24,,,read,,,,1,0
18943063,"Bad Karma (Criminally Insane, #1)",Douglas Clegg,"Clegg, Douglas",,"=""""","=""9780984975631""",0,3.76,Douglas Clegg,Kindle Edition,364,2012,1997,2020/03/04,2020/03/04,,,read,,,,1,0
32913032,"Murder, Curlers, and Cream (Valentine Beaumont, #1)",Arlene McFarlane,"McFarlane, Arlene",,"=""0995307601""","=""""",0,4.04,ParadiseDeer Publishing,Kindle Edition,292,2016,2016,2020/02/14,2020/02/18,,,read,,,,1,0
51253815,The Saboteur of Auschwitz: The Inspiring True Story of a British Soldier Held Prisoner in Auschwitz,Colin Rushton,"Rushton, Colin",,"=""1787833860""","=""9781787833869""",0,3.91,Summersdale Publishers Ltd,Kindle Edition,289,2019,1998,,2020/01/27,to-read,to-read (#76),to-read,,,,0,0
51213487,If I Never Met You,Mhairi McFarlane,"McFarlane, Mhairi",,"=""006295850X""","=""9780062958501""",0,3.81,William Morrow Paperbacks,Paperback,409,2020,2020,,2020/01/27,to-read,to-read (#80),to-read,,,,0,0
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""0312641893""","=""9780312641894""",0,4.13,Feiwel & Friends,Hardcover,390,2012,2012,,2020/02/11,to-read,to-read (#83),to-read,,,,0,0
45012181,Tell Me S'more (The Campfire Series Book 4),Beth Merlin,"Merlin, Beth",,"=""1945495243""","=""""",0,4.20,"Firefly Hill Press, LLC",Kindle Edition,314,2021,,,2020/02/10,to-read,to-read (#82),to-read,,,,0,0
36603938,Love You S'more (The Campfire Series #3),Beth Merlin,"Merlin, Beth",,"=""1943858152""","=""9781943858156""",0,4.21,"Firefly Hill Press, LLC",Kindle Edition,324,2018,,,2020/02/10,to-read,to-read (#81),to-read,,,,0,0
35155223,One S'more Summer (The Campfire Series #1),Beth Merlin,"Merlin, Beth",,"=""1943858209""","=""9781943858200""",0,3.70,"Firefly Hill Press, LLC",Kindle Edition,266,2017,2017,2020/02/05,2020/02/10,,,read,,,,1,0
35124014,"S'more to Lose (The Campfire Series, #2)",Beth Merlin,"Merlin, Beth",,"=""1943858101""","=""""",0,3.91,"Firefly Hill Press, LLC",Kindle Edition,228,2017,2017,2020/02/08,2020/02/10,,,read,,,,1,0
51103298,"Montana Mistletoe (The Wildes of Birch Bay, #4)",Kim Law,"Law, Kim",,"=""""","=""""",0,4.10,J-Ko Publishing,Kindle Edition,160,2019,,2020/01/03,2019/12/11,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2020/01/27,to-read,to-read (#79),to-read,,,,0,0
21826661,"Keeping Secrets (The Essien Trilogy, #1)",Kiru Taye,"Taye, Kiru",,"=""1499331428""","=""9781499331424""",0,3.90,Createspace Independent Pub,Paperback,292,2014,2014,2020/01/24,2020/01/27,,,read,,,,1,0
31551446,"Life in the Dead Lane (Secret Seal Isle Mysteries, #2)",Lucy Quinn,"Quinn, Lucy",,"=""""","=""""",0,4.00,Seaside Story Productions,Kindle Edition,228,2016,2016,2020/01/22,2020/01/27,,,read,,,,1,0
36597842,Auschwitz Lullaby,Mario Escobar,"Escobar, Mario",,"=""""","=""""",0,4.23,Thomas Nelson,Kindle Edition,294,2018,2016,,2020/01/27,to-read,to-read (#78),to-read,,,,0,0
36978239,"The Cut Out Girl: A Story of War and Family, Lost and Found (Random House Large Print)",Bart van Es,"Es, Bart van",,"=""0525634614""","=""9780525634614""",0,4.06,Random House Large Print,Paperback,432,2018,2018,,2020/01/27,to-read,to-read (#77),to-read,,,,0,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,2020/01/12,2013/11/26,,,read,,,,2,0
19351259,"Marked (Soul Guardians, #1)",Kim Richardson,"Richardson, Kim",,"=""""","=""""",0,3.69,CreateSpace Independent Publishing Platform,Paperback,288,2011,2011,2020/01/09,2020/01/09,,,read,,,,1,0
46138602,"The Last Single Girl (Brew Ha Ha, #1)",Bria Quinlan,"Quinlan, Bria",,"=""""","=""""",0,3.89,RogueGiraffe Books,Kindle Edition,150,2013,2012,2020/01/04,2020/01/09,,,read,,,,1,0
35892890,A Vicarage Christmas,Kate Hewitt,"Hewitt, Kate",,"=""1947636332""","=""9781947636330""",0,3.80,Tule Publishing,Kindle Edition,182,2017,2017,2019/12/27,2020/01/09,,,read,,,,1,0
18374994,"Starstruck (Starstruck, #1)",Brenda Hiatt,"Hiatt, Brenda",,"=""1491251948""","=""9781491251942""",0,3.84,Createspace Independent Pub,Paperback,328,2013,2013,2019/12/30,2020/01/09,,,read,,,,1,0
25474267,"The Gifting (Gifting, #1)",K.E. Ganshert,"Ganshert, K.E.",Katie Ganshert,"=""1511995378""","=""9781511995375""",0,4.10,CreateSpace Independent Publishing Platform,Paperback,322,2015,2015,2020/01/01,2020/01/09,,,read,,,,1,0
22672467,"Different  (Tainted Elements, #1)",Alycia Linwood,"Linwood, Alycia",,"=""""","=""""",0,3.82,Alycia Linwood,Kindle Edition,241,2014,2014,2019/12/31,2020/01/08,,,read,,,,1,0
30326616,"Say You'll Stay (The Hennington Brothers, #1)",Corinne Michaels,"Michaels, Corinne",,"=""""","=""""",0,4.11,,ebook,310,2016,2016,2020/01/08,2020/01/09,,,read,,,,1,0
44588257,"My Best Friend's Mardi Gras Wedding (Boys of the Bayou, #1)",Erin Nicholas,"Nicholas, Erin",,"=""0999890786""","=""""",0,4.29,"EN Fiction, Inc.",Kindle Edition,299,2019,2019,2020/01/08,2020/01/08,,,read,,,,1,0
32607210,"Simply Irresistible (Flatiron Five, #1)",Deborah Cooke,"Cooke, Deborah",,"=""1927477751""","=""9781927477755""",0,4.19,Deborah A. Cooke,ebook,300,2016,2016,2020/01/08,2020/01/08,,,read,,,,1,0
44657501,"Once, Twice, Three Times an Aisling",Emer McLysaght,"McLysaght, Emer",Sarah Breen,"=""024136177X""","=""9780241361771""",0,4.16,Michael Joseph,Paperback,400,2019,,2020/01/03,2019/11/18,,,read,,,,1,0
41209492,"The Importance of Being Aisling: Country Roads, Take Her Home",Emer McLysaght,"McLysaght, Emer",Sarah Breen,"=""071718160X""","=""9780717181605""",5,4.11,Gill Books,Kindle Edition,288,2018,,2019/11/18,2019/11/18,,,read,,,,1,0
36161350,"Oh My God, What a Complete Aisling",Emer McLysaght,"McLysaght, Emer",Sarah Breen,"=""071717980X""","=""9780717179800""",5,3.92,Gill Books,Kindle Edition,293,2017,2017,2019/11/04,2019/10/21,,,read,,,,1,0
29430824,"Hidden Bodies (You, #2)",Caroline Kepnes,"Kepnes, Caroline",,"=""1476785635""","=""9781476785639""",4,3.74,Atria/Emily Bestler Books,Paperback,448,2016,2016,2019/10/21,2019/09/23,,,read,,,,1,0
36430011,"You (You, #1)",Caroline Kepnes,"Kepnes, Caroline",,"=""1501195433""","=""9781501195433""",4,3.96,Atria/Emily Bestler Books,Paperback,464,2018,2014,2019/09/23,2019/09/23,,,read,,,,1,0
24957546,"Dumplin' (Dumplin', #1)",Julie   Murphy,"Murphy, Julie",,"=""0062327208""","=""9780062327208""",0,3.89,Balzer + Bray,Kindle Edition,380,2015,2015,2019/07/24,2019/07/24,,,read,,,,1,0
35604686,The Astonishing Color of After,Emily X.R. Pan,"Pan, Emily X.R.",,"=""""","=""""",0,4.05,"Little, Brown Books for Young Readers",Hardcover,462,2018,2018,,2019/07/16,to-read,to-read (#75),to-read,,,,0,0
16054217,"The Book of Life (All Souls, #3)",Deborah Harkness,"Harkness, Deborah",,"=""0670025593""","=""9780670025596""",5,4.20,Viking Adult,Hardcover,561,2014,2014,2019/06/28,2019/06/27,,,read,,,,1,0
11559200,"Shadow of Night (All Souls, #2)",Deborah Harkness,"Harkness, Deborah",,"=""0670023485""","=""9780670023486""",5,4.08,Viking Adult,Hardcover,584,2012,2012,2019/06/11,2019/06/04,,,read,,,,1,0
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,"=""0670022411""","=""9780670022410""",5,4.02,Viking Penguin,Hardcover,579,2011,2011,2019/06/04,2019/05/17,,,read,,,,1,0
35523006,The Tattooist of Auschwitz,Heather   Morris,"Morris, Heather",,"=""1760403172""","=""9781760403171""",5,4.31,Bonnier Publishing Australia,Paperback,277,2018,2018,2019/05/08,2018/11/10,,,read,,,,1,0
22709487,Choosing Raw: Making Raw Foods Part of the Way You Eat,Gena Hamshaw,"Hamshaw, Gena",,"=""""","=""""",0,4.09,Da Capo Lifelong Books,Kindle Edition,510,2014,2014,,2019/05/17,,,read,,,,1,0
